"","name","type","tier_name","iclevel","region","state","count","female","mr_kq5_pq1","mr_ktop1_pq1","par_mean","par_median","par_rank","par_q1","par_q2","par_q3","par_q4","par_q5","par_top10pc","par_top5pc","par_top1pc","par_toppt1pc","k_rank","k_mean","k_median","k_median_nozero","k_0inc","k_q1","k_q2","k_q3","k_q4","k_q5","k_top10pc","k_top5pc","k_top1pc","kq1_cond_parq1","kq2_cond_parq1","kq3_cond_parq1","kq4_cond_parq1","kq5_cond_parq1","kq1_cond_parq2","kq2_cond_parq2","kq3_cond_parq2","kq4_cond_parq2","kq5_cond_parq2","kq1_cond_parq3","kq2_cond_parq3","kq3_cond_parq3","kq4_cond_parq3","kq5_cond_parq3","kq1_cond_parq4","kq2_cond_parq4","kq3_cond_parq4","kq4_cond_parq4","kq5_cond_parq4","kq1_cond_parq5","kq2_cond_parq5","kq3_cond_parq5","kq4_cond_parq5","kq5_cond_parq5","public","barrons","ipeds_enrollment_2013","sticker_price_2013","graduation_rate_2013","average_faculty_salary_2013","instructional_expenditures_pc_2012","sat_avg_2013","scorecard_netprice_2013","admit_rate_2013","endowment_pc_2000","asian_or_pacific_share_fall_2000","black_share_fall_2000","hisp_share_fall_2000","alien_share_fall_2000","pct_arthuman_2000","pct_business_2000","pct_health_2000","pct_multidisci_2000","pct_publicsocial_2000","pct_stem_2000","pct_socialscience_2000","pct_tradepersonal_2000","access_rate","success_rate"
"293","Cooper Union For The Advancement Of Science & Art ","Private Non-Profit","Other elite schools (public and private)","Four-year","Northeast","NY",174.3333333,0.352673945,0.042776378,0.005803276,143460.5724,110100,0.690203004,0.082825213,0.09184917,0.139737979,0.194419636,0.491168001,0.311694375,0.16766047,0.026050697,0.002050637,0.703626695,81825.16795,64300,73100,0.102690401,0.109030683,0.12297236,0.072851641,0.114764593,0.580380724,0.409010516,0.280706995,0.083044656,0.098420422,0.220885037,0.058011002,0.106217884,0.516465654,0.183489662,0.090557919,0.061262976,0.101937367,0.562752077,0.111350568,0.142074671,0.09360241,0.114153332,0.538819018,0.076446648,0.129434189,0.044874804,0.14169259,0.607551768,0.109133706,0.104530556,0.082691785,0.108119489,0.595524464,0,1,868,41400,0.824884793,11865,19632.887,1375,12772,0.07740003,NA,0.24031891,0.042141229,0.060364466,0.086560361,36,0,0,0,0,64,0,0,0.082825213,0.516465654
"294","Corban University","Private Non-Profit","Selective private","Four-year","West","OR",136.6666667,0.609257031,0.004716359,1.71566e-05,106438.4746,79000,0.627553645,0.045662423,0.140679285,0.27598586,0.303310012,0.23436242,0.130345631,0.066577472,0.009784765,0.000288353,0.528404806,34937.88333,32200,36900,0.133955626,0.155166905,0.206333252,0.204856039,0.231855924,0.201787879,0.115887765,0.041783096,0.006578193,0.131427763,0.113175963,0.382435769,0.269672968,0.103287537,0.122183998,0.18847585,0.197335777,0.241781472,0.250222902,0.160645115,0.19344809,0.197869569,0.272545376,0.175491849,0.179007768,0.141023071,0.228742977,0.200079068,0.251147116,0.142284795,0.334900404,0.152084112,0.211739169,0.15899152,0,4,936,28640,0.54589372,5463,NA,1017.5,19975,0.32249999,NA,0.010057472,0.00862069,0.022988506,0.011494253,0,39.65517,0,15.517241,9.7701149,3.448276,31.609196,0,0.045662423,0.103287537
"295","Cornell College","Private Non-Profit","Selective private","Four-year","Midwest","IA",272,0.625808628,0.008709465,0.000217246,117782.6181,91800,0.648050595,0.035137136,0.11407669,0.197644725,0.279727876,0.373413574,0.195150409,0.077667901,0.017447721,0.0001292,0.645112772,48572.99785,45500,50500,0.083647955,0.083161649,0.120198771,0.173972545,0.281822814,0.340844222,0.185150456,0.08127585,0.013245721,0.116856364,0.144079295,0.265027981,0.226165702,0.247870658,0.081945792,0.100077675,0.170628129,0.319871986,0.327476418,0.101674573,0.122034906,0.17186139,0.370530894,0.233898236,0.053472693,0.119176599,0.190855963,0.282722502,0.353772243,0.092804074,0.123892483,0.154896077,0.227809661,0.400597704,0,3,1125,37500,0.67721519,6592,NA,1185,11267,0.64109999,NA,0.010131712,0.026342452,0.018237082,0.037487336,23.5,3.5,0,9,0,25.5,38.5,0,0.035137136,0.247870658
"296","Cornell University","Private Non-Profit","Ivy Plus","Four-year","Northeast","NY",3074,0.483819558,0.029070236,0.005072356,279239.9712,143300,0.769540584,0.04897741,0.072817598,0.107079492,0.150523433,0.620602067,0.47702714,0.323254263,0.091139021,0.011417026,0.774410311,117283.2229,79800,86300,0.076642799,0.081705863,0.064108482,0.071267452,0.118125813,0.66479239,0.515228288,0.388957146,0.144798306,0.126256116,0.06923098,0.092389158,0.11857999,0.593543756,0.097299479,0.085078295,0.081376622,0.139835701,0.596409903,0.089966843,0.068044666,0.07812435,0.159575866,0.604288275,0.08670179,0.063343787,0.088198008,0.137292137,0.624464278,0.073723241,0.060750069,0.06312489,0.103742139,0.698659661,0,1,14393,47286,0.93344426,13820,30252.646,1420,9149,0.15560001,NA,0.19818637,0.042357713,0.058465578,0.10141988,10.249872,12.08567,1.5808262,4.3345232,0,50.076492,21.672617,0,0.04897741,0.593543756
"297","Cornerstone University","Private Non-Profit","Selective private","Four-year","Midwest","MI",303.6666667,0.614893029,0.003296471,5.68503e-05,115400.1175,84200,0.638633271,0.039505214,0.101261046,0.264431091,0.322823707,0.271978943,0.123860383,0.070912965,0.019258292,0.002266984,0.504555109,32566.76951,29400,35500,0.169074716,0.189616235,0.190529532,0.199191545,0.241355752,0.179306937,0.073003602,0.025385496,0.003668482,0.281687929,0.267856087,0.245596693,0.121415344,0.083443947,0.254688499,0.178605284,0.148364426,0.221393116,0.196948674,0.193669491,0.224027921,0.194024803,0.228124308,0.160153476,0.16950599,0.169843918,0.213259663,0.268217177,0.179173251,0.171944496,0.175721218,0.199699992,0.247190796,0.205443498,0,5,2200,25112,0.476190476,5537,6215.8843,1057,15310,0.6807,NA,0.008165829,0.04648241,0.015075377,0.010050251,13.061224,48.57143,0.40816328,2.0408163,8.9795923,0.81632656,26.122448,0,0.039505214,0.083443947
"298","Cornish College Of The Arts","Private Non-Profit","Nonselective four-year private not-for-profit","Four-year","West","WA",104.5,0.596088779,0.008419852,0,151934.4404,89700,0.660594224,0.066521233,0.128429888,0.1894012,0.284798924,0.330848755,0.183070013,0.091150996,0.029220195,0.008742031,0.49605203,31530.49797,25000,26700,0.141611899,0.173336587,0.238368903,0.246413846,0.216608877,0.125271788,0.079110403,0.035531325,0.005088335,0.156969968,0.189717403,0.391964496,0.134774233,0.1265739,0.188147991,0.380637828,0.249925513,0.136184995,0.045103672,0.159625306,0.172266971,0.309577527,0.198640102,0.159890093,0.159830476,0.182347409,0.221549512,0.197607195,0.238665408,0.190353304,0.278989947,0.201030107,0.290925426,0.038701216,0,9,775,35800,0.468208092,6171,14901.994,NA,31163,0.59169999,NA,0.034700315,0.023659306,0.034700315,0.10094637,100,0,0,0,0,0,0,0,0.066521233,0.1265739
"299","Covenant College","Private Non-Profit","Selective private","Four-year","South","GA",206,0.592736589,0.021523729,0.001523726,146452.9559,86400,0.655299632,0.072564364,0.093668825,0.200432985,0.276030506,0.357303321,0.239164994,0.166710712,0.035558161,0.001802548,0.525002424,40133.46132,32300,38500,0.166171091,0.1899646,0.179044267,0.176829726,0.209869678,0.244291729,0.141626157,0.067300882,0.020773017,0.166868542,0.137415179,0.201556634,0.19754395,0.296615695,0.142611214,0.202081646,0.124793035,0.26332719,0.267186915,0.218106451,0.151850856,0.176741519,0.221489771,0.231811403,0.155245568,0.198420783,0.159698305,0.230515041,0.256120304,0.218104398,0.181744635,0.198733799,0.175891004,0.225526163,0,3,1104,30160,0.580756014,6841,7266.5352,1165,15101,0.5704,NA,0.010242086,0.032588456,0.027001861,0.019553073,7.7881618,51.401871,0,6.2305298,4.0498443,5.2959499,25.233644,0,0.072564364,0.296615695
"300","Creighton University","Private Non-Profit","Selective private","Four-year","Midwest","NE",728,0.593452431,0.016024695,0.000979937,184670.7788,119200,0.76040285,0.029984156,0.077279336,0.121200957,0.233852833,0.537682718,0.372802633,0.245349106,0.054313844,0.002308143,0.720710325,68909.06022,57200,60400,0.061226294,0.064648822,0.069559977,0.122416901,0.235634349,0.507739951,0.314980971,0.197824274,0.039156719,0.118801409,0.039457601,0.147024443,0.160277798,0.534438749,0.082791851,0.096422681,0.178871786,0.179427748,0.462485934,0.067746263,0.073278754,0.180995185,0.245937757,0.432042041,0.058032372,0.071957902,0.128838246,0.253319853,0.487851627,0.061200807,0.06549658,0.096933422,0.237900599,0.538468592,0,3,4076,35360,0.759239704,9081,NA,1182.5,20492,0.7665,NA,0.097476758,0.032934926,0.035325367,0.042231075,6.6125288,17.053364,25.754061,3.4802785,2.0881672,25.87007,19.141531,0,0.029984156,0.534438749
"301","Crown College","Private Non-Profit","Nonselective four-year private not-for-profit","Four-year","Midwest","MN",142.6666667,0.579352527,0.010557843,0,82883.52274,73500,0.567451203,0.075402564,0.138575184,0.304971486,0.301461835,0.17958893,0.069444538,0.035415922,0.002871053,9.62638e-05,0.525885295,33772.62474,30000,36100,0.146089634,0.170141207,0.165797079,0.21673829,0.272939031,0.174384394,0.065466368,0.03109471,0.000796119,0.243533498,0.150710037,0.242371704,0.223365074,0.140019687,0.135314074,0.186252436,0.230159207,0.233271648,0.215002635,0.15621056,0.18315687,0.210429449,0.314839129,0.135363992,0.188335373,0.154752481,0.198035684,0.271110586,0.187765875,0.159315441,0.145407627,0.237727933,0.256277587,0.201271412,0,999,1139,23180,0.552238806,4584,NA,965,18210,0.55000001,NA,0.024943311,0.019274376,0.011337869,0.001133787,3.0487804,24.390244,0,6.7073174,23.170732,12.195122,30.487804,0,0.075402564,0.140019687
"302","Culinary Institute Of America","Private Non-Profit","Nonselective four-year private not-for-profit","Four-year","Northeast","NY",531,0.306224954,0.015095213,0.000646674,137637.939,102800,0.694481136,0.051736089,0.087505581,0.173805081,0.250028086,0.436925163,0.256745473,0.130799372,0.020400609,0.002464595,0.612230722,44433.13784,41800,45200,0.093138394,0.10311207,0.128650691,0.175492426,0.283154678,0.309590134,0.135857262,0.056279688,0.005033053,0.083918414,0.154700624,0.17474334,0.294864257,0.291773364,0.085581835,0.164039149,0.255705213,0.259570855,0.235102947,0.09659454,0.139132431,0.149491067,0.285195954,0.329586007,0.092687659,0.145819697,0.188075905,0.295699009,0.277717729,0.117453596,0.104484258,0.162658726,0.278500996,0.336902424,0,999,2814,28240,NA,7692,17776.744,NA,27253,0.8967,NA,0.032544378,0.026134122,0.036982249,0.043392505,0,6.8728523,0,0,0,0,0,93.127151,0.051736089,0.291773364
"303","Culver-Stockton College","Private Non-Profit","Selective private","Four-year","Midwest","MO",173,0.535390928,0.015609923,0.000327362,85740.02113,78600,0.59198031,0.074048188,0.140298524,0.232506262,0.348461838,0.204685189,0.083899282,0.037761044,0.004359724,0.000341583,0.609111379,40825.78473,38900,40800,0.066293731,0.069341579,0.117680906,0.236277544,0.344360404,0.232339567,0.080471542,0.031320744,0.003708948,0.189994193,0.070139991,0.264114741,0.264943449,0.210807627,0.078781111,0.09927862,0.335117659,0.339861248,0.146961362,0.042277145,0.114427382,0.260879936,0.397242785,0.185172753,0.064324739,0.143988594,0.193628099,0.3365024,0.261556168,0.058507223,0.106401985,0.203119688,0.329482124,0.30248898,0,4,830,24050,0.445544554,5609,5453.6841,960,12948,0.59259999,NA,0.00365408,0.035322778,0.018270401,0.014616322,7.5268822,19.892473,10.752688,1.6129032,5.9139786,8.6021509,45.698925,0,0.074048188,0.210807627
"304","Cumberland University","Private Non-Profit","Selective private","Four-year","South","TN",151.3333333,0.452927554,0.020049476,0.000115753,81696.70612,68800,0.540093802,0.136685566,0.204890411,0.206248931,0.244910842,0.20726425,0.098944083,0.045024742,0.002224877,0.00019306,0.581777744,39933.12354,37500,38900,0.087320553,0.097072167,0.141268778,0.21374987,0.336237514,0.211671671,0.105334926,0.051269259,0.004312979,0.100059995,0.155808904,0.216412434,0.381035465,0.146683202,0.072956262,0.166530115,0.2579729,0.343297827,0.159242896,0.097686301,0.176042017,0.276260137,0.289790053,0.160221492,0.104292574,0.091055894,0.199037166,0.31353656,0.292077806,0.109798456,0.131438357,0.123458447,0.37275913,0.26254561,0,4,1269,20200,0.371428571,5864,6184.1006,975,14833,0.47299999,NA,0.003208556,0.1026738,0.018181818,0.004278075,5.2631578,25.146198,12.865497,4.0935674,8.1871347,2.9239767,41.520466,0,0.136685566,0.146683202
"305","Curry College","Private Non-Profit","Selective private","Four-year","Northeast","MA",342,0.477040985,0.019095085,7.29251e-05,167527.834,101600,0.688045011,0.064112385,0.115225026,0.146643656,0.222303728,0.451715205,0.28766292,0.168821438,0.047802915,0.002959048,0.590972221,42157.56096,38800,42400,0.112106192,0.125237203,0.140825441,0.184396716,0.260500011,0.289040629,0.12905307,0.04864291,0.004539709,0.170025982,0.214689683,0.100324949,0.21712169,0.297837697,0.137401746,0.120849631,0.168483659,0.301689239,0.271575726,0.145389128,0.166797841,0.207080043,0.206244953,0.274488035,0.118463739,0.109013214,0.19545273,0.282103495,0.294966821,0.112568688,0.14266153,0.187583381,0.263131498,0.294054903,0,4,2849,35415,0.450155763,8319,NA,950,25775,0.6692,NA,0.010369702,0.051848512,0.029756537,0.009017132,2.8629856,13.905931,19.427402,0.20449898,39.263805,0.81799591,23.517382,0,0.064112385,0.297837697
"306","D'Youville College","Private Non-Profit","Selective private","Four-year","Northeast","NY",107.6666667,0.78895844,0.039663246,0.00010413,77711.34281,75800,0.553815241,0.141598267,0.154153788,0.197650651,0.282172668,0.224424627,0.072700486,0.027195608,0.003706327,5.01849e-05,0.640227447,48269.36362,45200,48600,0.063434327,0.071199355,0.117439669,0.172857637,0.249742858,0.388760481,0.119203205,0.056073429,0.007354289,0.043471056,0.235179528,0.265878934,0.175359385,0.280111097,0.161339445,0.143761776,0.216483884,0.316202605,0.162212291,0.111035995,0.157052832,0.12396025,0.204118116,0.403832808,0.044624975,0.075955312,0.130175811,0.304527426,0.444716477,0.025106679,0.042344399,0.180929121,0.222324306,0.529295495,0,4,2023,23562,0.411214953,6071,10336.546,1015,11575,0.79080001,NA,0.022540983,0.10245901,0.034836065,0.14959016,2.7777777,6.25,79.166664,0,2.7777777,1.7361112,7.291667,0,0.141598267,0.280111097
"307","Daemen College","Private Non-Profit","Selective private","Four-year","Northeast","NY",250.6666667,0.765524224,0.015489783,0.002498484,89060.2474,77600,0.584341951,0.108529735,0.159011928,0.197227564,0.270958922,0.264271851,0.096171204,0.031518962,0.003952889,3.98893e-05,0.614206891,47045.15766,41900,44100,0.083707928,0.088387537,0.128651235,0.193218752,0.319888682,0.269853794,0.130870531,0.051905337,0.016142882,0.120884181,0.19982967,0.262078194,0.274484095,0.14272386,0.092866027,0.111867528,0.210687494,0.365580298,0.218998652,0.105836686,0.169749015,0.214782399,0.287441932,0.222189969,0.098544883,0.106065377,0.185694832,0.336844168,0.27285074,0.04891053,0.102004649,0.146050248,0.317873291,0.385161282,0,4,2156,24990,0.493074792,5947,NA,NA,10515,0.48640001,NA,0.029359953,0.11450382,0.009395185,0.062830299,2.4305553,5.9027777,71.180557,2.4305556,0.69444442,1.7361112,15.625,0,0.108529735,0.14272386
"308","Dallas Baptist University","Private Non-Profit","Selective private","Four-year","South","TX",289.6666667,0.566674603,0.008309656,0,105931.1373,87000,0.643214237,0.060558899,0.118177702,0.213976423,0.282948253,0.324338723,0.14252647,0.063525606,0.007131512,0.001169084,0.573288104,42985.5319,39500,44200,0.13757482,0.148274895,0.149256841,0.155625928,0.275127129,0.271715206,0.127500356,0.068627986,0.016017315,0.130951985,0.177598638,0.292974693,0.261258591,0.137216093,0.176250902,0.14280256,0.18889299,0.309770339,0.18228321,0.135546992,0.156405476,0.105558039,0.334130498,0.268358995,0.137411361,0.14180064,0.195255655,0.229834991,0.295697354,0.159190044,0.148105218,0.116318476,0.26567963,0.310706632,0,3,3435,23650,0.551829268,7607,NA,1108.5,17806,0.42299998,NA,0.01661442,0.20564264,0.068652041,0.05172414,7.9389315,44.427483,0.61068702,22.748091,7.480916,4.1221375,12.519084,0.15267175,0.060558899,0.137216093
"309","Dalton State College","Public","Nonselective four-year public","Four-year","South","GA",719.6666667,0.569973673,0.012678912,0,76413.55133,63500,0.513556446,0.118669672,0.201965016,0.29310728,0.258500378,0.127757654,0.046841157,0.022188523,0.006135827,0.000947773,0.517121707,32172.40089,29700,33600,0.12297367,0.133372576,0.181246323,0.276181552,0.274356055,0.134843493,0.046335037,0.016471735,0.000834127,0.159162807,0.226527915,0.252261213,0.255206007,0.106842058,0.148180249,0.200713212,0.281965825,0.251303779,0.117836936,0.123379709,0.182156459,0.258108176,0.289244559,0.147111097,0.132857979,0.163373331,0.31258606,0.268894821,0.122287809,0.109975586,0.142487203,0.257061425,0.305478147,0.184997639,1,999,5015,3355,0.232758621,5160,3259.4653,NA,4611,NA,2815.4976,0.011475933,0.024226969,0.024864521,0.008925725,0,19.827587,22.413794,46.551723,0,7.183908,0,4.0229883,0.118669672,0.106842058
"310","Daniel Webster College","Private For-profit","Four-year for-profit","Four-year","Northeast","NH",140,0.188905008,0.006541745,0.000231341,160458.8373,93800,0.677022258,0.041364132,0.120989553,0.16832765,0.282612664,0.386706001,0.191913836,0.086853677,0.014693949,0.002468386,0.693641227,57845.168,50300,56100,0.073047662,0.077871342,0.082948345,0.135465441,0.249052791,0.454662082,0.236307252,0.142691356,0.010275435,0.050702103,0.209686875,0.269346861,0.312113968,0.158150193,0.057254035,0.138230326,0.133840405,0.242176264,0.42849897,0.080526561,0.063874657,0.117179427,0.256721632,0.481697723,0.107433282,0.075583895,0.108251821,0.277781126,0.430949876,0.064467839,0.065780119,0.149501114,0.220125513,0.500125414,0,4,632,15630,0.535564854,5077,NA,NA,21709,0.59920001,NA,0.015468608,0.024567788,0.015468608,0.016378526,0,57.26141,0,6.6390042,0,14.522821,0,21.576763,0.041364132,0.158150193
"311","Dartmouth College","Private Non-Profit","Ivy Plus","Four-year","Northeast","NH",996,0.48096059,0.013762614,0.003631114,469593.629,185500,0.831228554,0.027713937,0.05100642,0.081291251,0.129271068,0.710717325,0.587016108,0.456970615,0.177336585,0.025214911,0.76683615,130760.1009,76600,84200,0.070187507,0.075941091,0.076101261,0.077660612,0.137019848,0.633277188,0.497405384,0.390810255,0.176720776,0.100616413,0.097815478,0.118502484,0.186470212,0.496595413,0.090825728,0.100625492,0.072482016,0.188210036,0.547856727,0.0830947,0.090451683,0.067929761,0.165363344,0.593160513,0.079098853,0.0744443,0.10803651,0.181677741,0.556742596,0.072518076,0.07215448,0.072027657,0.120053124,0.663246663,0,1,4276,48108,0.947037702,13143,30642.195,1455,9858,0.09780002,NA,0.10081341,0.054966725,0.055952676,0.04338181,24.124882,0,0,3.8789027,0,28.003784,43.992432,0,0.027713937,0.496595413
"312","Davenport University","Private Non-Profit","Selective private","Four-year","Midwest","MI",949,0.676895696,0.012456021,0.000394885,69110.9432,55800,0.469172337,0.204126412,0.198831487,0.250411129,0.220220109,0.126410862,0.048520365,0.019009395,0.002705814,0.000197507,0.471171357,28433.05553,23400,27600,0.145697997,0.158247577,0.251698234,0.27686175,0.199662859,0.113529579,0.033693125,0.012811652,0.00399114,0.18773228,0.361743858,0.266873625,0.122629123,0.061021114,0.166781475,0.265220434,0.319812788,0.189261335,0.058923967,0.172508804,0.236481079,0.293655351,0.191411973,0.105942793,0.125051412,0.196992388,0.262302495,0.259715748,0.155937957,0.126793622,0.178176192,0.21752949,0.252142769,0.225357927,0,5,7356,15072,0.442804428,6090,NA,NA,17354,0.917000003,NA,0.02840657,0.07412339,0.049711496,0.027075011,0,90.579712,6.521739,0,2.6570048,0.2415459,0,0,0.204126412,0.061021114
"313","Davidson College","Private Non-Profit","Other elite schools (public and private)","Four-year","South","NC",409.3333333,0.516895429,0.004102056,0.001701734,493919.26,208500,0.858225485,0.013816976,0.035382775,0.069171316,0.10971762,0.771911313,0.629434968,0.493389052,0.175054192,0.020357974,0.715113657,91436.98012,60300,65300,0.082261473,0.091433939,0.088130049,0.103808505,0.183010522,0.533616985,0.380949547,0.277531065,0.096828549,0.147885057,0.14969683,0.212292083,0.193240819,0.296885211,0.14511365,0.003801705,0.10315747,0.183636551,0.564290625,0.081437198,0.085954441,0.13774786,0.146057281,0.54880322,0.034494765,0.106490938,0.143034914,0.192940267,0.523039116,0.096951927,0.088478639,0.093279656,0.184698714,0.536591065,0,1,1788,45377,0.924568966,11706,NA,1335,9479,0.2561,NA,0.024419297,0.054198928,0.020250149,0.035735559,31.617647,0,0,3.6764705,0,21.813725,42.892155,0,0.013816976,0.296885211
"314","Davis & Elkins College","Private Non-Profit","Selective private","Four-year","South","WV",119.6666667,0.624557781,0.005587278,8.58905e-05,97471.96683,68000,0.55558671,0.109799501,0.182685968,0.233379696,0.231048389,0.243086447,0.109969761,0.053257408,0.016383066,0.00012769,0.533240808,36134.18436,32700,36000,0.131250734,0.140618735,0.169772076,0.241139157,0.252539803,0.195930229,0.083821726,0.032705502,0.008596868,0.251871503,0.150459317,0.271670798,0.27511219,0.050886191,0.199496806,0.144831335,0.342320022,0.223127706,0.09022413,0.132346082,0.140980912,0.211308834,0.281300956,0.234063216,0.100945162,0.227338035,0.144203232,0.257691133,0.269822437,0.091769811,0.170165376,0.272082872,0.231939167,0.234042773,0,4,874,27492,0.381443299,5456,6983.9302,975,15189,0.57339999,NA,0.031437125,0.029940119,0.011976048,0.002994012,9.5238094,20.952381,17.142857,10.476191,0,14.285714,27.619047,0,0.109799501,0.050886191
